Case Number,Case Type,Address,Description,Case Group,Date Case Created,Last Inspection Date,Last Inspection Result,Status,Permit and Complaint Status URL,Latitude,Longitude,Location
1028230,CITATION,7810 5TH AVE NE,Violation of Weeds & Vegetation Ord-,WEEDS AND VEGETATION,09/18/2012,11/05/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028230,47.685841,-122.322738,"(47.685841, -122.322738)"
1028229,HOUSING / ZONING,8215 19TH AVE NE,Violation of HBMC-,HOUSING,09/18/2012,03/27/2013,PASSED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028229,47.688946,-122.308295,"(47.688946, -122.308295)"
1028228,HOUSING / ZONING,8541 15TH AVE NW,"Land Use Code violation observed, permitted use not established.",ZONING,09/18/2012,05/09/2013,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028228,47.691801,-122.377093,"(47.691801, -122.377093)"
1028227,HOUSING / ZONING,8733 GREENWOOD AVE N,"zoning-unauthorized use. storing vehicles on property, junk storage that does not appear related to permit.",ZONING,09/18/2012,12/07/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028227,47.693409,-122.355659,"(47.693409, -122.355659)"
1028226,CITATION,2418 36TH AVE W,Weeds and Vegetation violation observed.,WEEDS AND VEGETATION,09/18/2012,10/03/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028226,47.640213,-122.403297,"(47.640213, -122.403297)"
1028225,CONSTRUCTION,10054 64TH AVE S,Permit 6336216 was issued 9/26/12 for work originally started without a permit and inspections. This case will remain open until all required inspections have been requested and approved.,BUILDING,09/18/2012,09/20/2012,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028225,47.510086,-122.253275,"(47.510086, -122.253275)"
1028224,TENANT RELOCATION ORDINANCE,7452 EAST GREEN LAKE DR N,Application for a Tenant Relocation License. Total units:1; total units occupied: 1. Demolition.,,09/18/2012,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028224,47.682836,-122.329279,"(47.682836, -122.329279)"
1028223,CITATION,4443 S FRONTENAC ST,8/30/12 KB Roosters running about front yard,ZONING,09/18/2012,10/10/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028223,47.539605,-122.276342,"(47.539605, -122.276342)"
1028222,CONSTRUCTION,3811 RENTON AVE S,Permit 6338376 was issued 10/17/12 for work originally performed without a permit. Application 6323637 was revised to reflect actual scope of work and the permit was issued on 10/17/12.,BUILDING,09/18/2012,10/17/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028222,47.569524,-122.295635,"(47.569524, -122.295635)"
1028221,HOUSING / ZONING,2123 W ELMORE ST,"Use allowed, not established under permit.",ZONING,09/18/2012,09/14/2012,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028221,47.65749,-122.384489,"(47.65749, -122.384489)"
1028220,HOUSING / ZONING,2908 S JACKSON ST,"hbmc violations,",HOUSING,09/17/2012,11/19/2012,HOLD,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028220,47.59938,-122.294601,"(47.59938, -122.294601)"
1028219,HOUSING / ZONING,6901 M L KING JR WAY S,9/17/12 KB LU violation - permit will be required for outdoor seating,ZONING,09/17/2012,11/29/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028219,47.540257,-122.283273,"(47.540257, -122.283273)"
1028218,HOUSING / ZONING,2031 NW 60TH ST,Housing Building and Maintenance Code violations observed.,HOUSING,09/17/2012,05/10/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028218,47.672203,-122.38355,"(47.672203, -122.38355)"
1028217,CITATION,6357 36TH AVE SW,"outdoor junk storage, repeat",ZONING,09/17/2012,10/03/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028217,47.544889,-122.378111,"(47.544889, -122.378111)"
1028216,HOUSING / ZONING,5151 S DIRECTOR ST,9/4/12 KB confirmed violation - junk storage (NC Zone),ZONING,09/17/2012,03/07/2013,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028216,47.521762,-122.267895,"(47.521762, -122.267895)"
1028215,CITATION,1741 S SHELTON ST,Outdoor junk storage including but not limited to bags of garbage and misc.items stored in the driveway.,ZONING,09/17/2012,12/06/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028215,47.557695,-122.308735,"(47.557695, -122.308735)"
1028214,CITATION,847 S SULLIVAN ST,Weeds and vegetation violation. Low hanging tree branch hanging too low into the sidewalk,WEEDS AND VEGETATION,09/17/2012,12/06/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028214,47.527138,-122.320876,"(47.527138, -122.320876)"
1028213,HOUSING / ZONING,5513 16TH AVE S,Parking of trucks on a vacant lot.,ZONING,09/17/2012,12/06/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028213,47.553013,-122.312669,"(47.553013, -122.312669)"
1028212,HOUSING / ZONING,937 NW 59TH ST,Land Use Code violation observed.,ZONING,09/17/2012,09/14/2012,FAILED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028212,47.671446,-122.370358,"(47.671446, -122.370358)"
1028211,CITATION,1501 NE 135TH ST,9/13/12 ej- Observed vegetation encroaching into the sidewalk and the street.,WEEDS AND VEGETATION,09/17/2012,10/11/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028211,47.726448,-122.312331,"(47.726448, -122.312331)"
1028210,CITATION,8101 22ND AVE SW,minor outdoor junk storage,ZONING,09/17/2012,11/14/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028210,47.529921,-122.362119,"(47.529921, -122.362119)"
1028209,HOUSING / ZONING,1206 NE 50TH ST,Violation of the Just Cause Eviction Ordinance due to property manager issuing a deficient notice to terminate tenancy.,JUST CAUSE EVICTION,09/17/2012,09/21/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028209,47.66508,-122.314833,"(47.66508, -122.314833)"
1028208,CITATION,7954 30TH AVE SW,veg- tree branches very low over sidewalk,WEEDS AND VEGETATION,09/17/2012,11/05/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028208,47.530263,-122.370955,"(47.530263, -122.370955)"
1028207,CITATION,11521 8TH AVE NE,"9/13/12 ej- Observed outdoor junk storage such as but no limited to, inoperable vehicle, tires and other miscellaneous items.",ZONING,09/17/2012,10/29/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028207,47.712607,-122.320936,"(47.712607, -122.320936)"
1028206,CITATION,1020 NE 95TH ST,9/13/12 ej - Observed vehicles parked in the required front yard and more than the allowed 3 vehicles on the property not in an enclosed area.,ZONING,09/17/2012,10/12/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028206,47.69785,-122.316568,"(47.69785, -122.316568)"
1028205,CITATION,112 NE 92ND ST,"9/13/12 ej -Observed outdoor junk storage such as but not limited to, inoperable vehicle, wood, piping, furniture and other household items.",ZONING,09/17/2012,05/09/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028205,47.696169,-122.327788,"(47.696169, -122.327788)"
1028204,CITATION,102 NE 92ND ST,"9/13/12 ej- Observed outdoor junk storage, such as but not limited to, wood pallets, plastic buckets and other household items.",ZONING,09/14/2012,10/08/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028204,47.69616,-122.328233,"(47.69616, -122.328233)"
1028203,CITATION,10231 37TH AVE SW,citation violations,ZONING,09/14/2012,11/07/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028203,47.511055,-122.378551,"(47.511055, -122.378551)"
1028202,CITATION,10258 35TH AVE SW,veg blocking sidewalk access,WEEDS AND VEGETATION,09/14/2012,10/08/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028202,47.510176,-122.375635,"(47.510176, -122.375635)"
1028201,HOUSING / ZONING,6530 15TH AVE NE,numerous hbmc violations- throughout  entire house. and premises.,HOUSING,09/14/2012,12/10/2012,HOLD,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028201,47.676737,-122.311677,"(47.676737, -122.311677)"
1028200,CONSTRUCTION,3207 POINT PL SW,Foundation repair permitted under Permit 6334725.,BUILDING,09/14/2012,09/14/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028200,47.576831,-122.419602,"(47.576831, -122.419602)"
1028199,CONSTRUCTION,7725 18TH AVE SW,"Permit 6340921 was issued 11/16/12 & received final approval 11/26/12, Permit 6345918 was issued 12/13/12 & received final approval 12/17/12 and King County Plumbing Permit SR1232372 received final approval 12/19/12 for work originally performed without permits & inspections.",BUILDING,09/14/2012,12/20/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028199,47.532907,-122.358043,"(47.532907, -122.358043)"
1028198,CITATION,7954 30TH AVE SW,zoning-junk storage,ZONING,09/14/2012,01/17/2013,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028198,47.530263,-122.370955,"(47.530263, -122.370955)"
1028197,CITATION,1220 7TH AVE W,A laurel hedge is impacting the sidewalk.,WEEDS AND VEGETATION,09/14/2012,10/22/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028197,47.63033,-122.366202,"(47.63033, -122.366202)"
1028196,HOUSING / ZONING,7035 BEACH DR SW,"HBMC violations, beach house",HOUSING,09/14/2012,04/24/2013,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028196,47.539639,-122.396554,"(47.539639, -122.396554)"
1028195,HOUSING / ZONING,153 BOREN AVE,A rat harborage.,ZONING,09/14/2012,12/14/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028195,47.603378,-122.3198,"(47.603378, -122.3198)"
1028194,HOUSING / ZONING,1530 12TH AVE,Parking spaces installed without a permit.,ZONING,09/14/2012,12/12/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028194,47.614924,-122.316555,"(47.614924, -122.316555)"
1028193,CITATION,9110 2ND AVE NE,"9/13/12 ej- Observed outdoor junk storage such as but not limited to, wood, boxes, dollies and other miscellaneous items.",ZONING,09/13/2012,03/29/2013,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028193,47.695396,-122.326722,"(47.695396, -122.326722)"
1028192,CONSTRUCTION,3304 CLAREMONT AVE S,Temporary Erosion & Sedimentation Control (TESC) and Construction Stormwater Control (CSC) is per Permit 6307042 (3304 Claremont Ave S) and Permit 6310895 (3302 Claremont Ave S) as of 9/13/12.,SITE,09/13/2012,09/13/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028192,47.57344,-122.295596,"(47.57344, -122.295596)"
1028191,HOUSING / ZONING,9309 AURORA AVE N,"9/13/12 ej- Observed housing code violation such as but not limited to, leaking faucet, missing smoke detectors, mold under the sink, and other housing code violations.",HOUSING,09/13/2012,10/15/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028191,47.696745,-122.346135,"(47.696745, -122.346135)"
1028190,CITATION,3634 LINDEN AVE N,Violation of Weeds & Vegetation Ord-,WEEDS AND VEGETATION,09/13/2012,10/01/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028190,47.652194,-122.348297,"(47.652194, -122.348297)"
1028189,CITATION,5313 SAND POINT WAY NE,"9/13/12 ej- Observed outdoor junk storage such as but not limited to, inoperable vehicle, bike frame, rubbish, cedar shingles and other miscellaneous items.",ZONING,09/13/2012,12/10/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028189,47.668417,-122.278804,"(47.668417, -122.278804)"
1028188,UNFIT BUILDING OR PREMISES,6340 4TH AVE NE,Unfit building,BUILDING AND PREMISES,09/13/2012,03/25/2013,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028188,47.675566,-122.324219,"(47.675566, -122.324219)"
1028187,CITATION,405 22ND AVE,Land Use Code Violation,ZONING,09/13/2012,09/24/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028187,47.605317,-122.303985,"(47.605317, -122.303985)"
1028185,VACANT BUILDING MONITORING,731 S SULLIVAN ST,"07/20/12 bg - Vacant, open to entry - fire damage to the garage, trailer in the driveway, photos taken",VACANT BUILDING,09/13/2012,03/06/2013,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028185,47.527154,-122.324219,"(47.527154, -122.324219)"
1028184,CITATION,4308 EVANSTON AVE N,Violation of Land Use- Outdoor junk storage and parking in required front set back,ZONING,09/13/2012,10/22/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028184,47.659254,-122.350803,"(47.659254, -122.350803)"
1028183,CITATION,2200 12TH AVE W,Sidewalk is unpassable due to vegetation.,WEEDS AND VEGETATION,09/13/2012,11/30/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028183,47.638796,-122.372321,"(47.638796, -122.372321)"
1028182,CITATION,1446 E ROY ST,"Junk storage by the dumpster, including but not limited to, a TV and bags of items.",ZONING,09/13/2012,11/29/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028182,47.625433,-122.312922,"(47.625433, -122.312922)"
1028181,CITATION,1904 SW DAWSON ST,LU fence height &  junk storage,ZONING,09/13/2012,02/27/2013,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028181,47.556152,-122.358743,"(47.556152, -122.358743)"
1028180,CITATION,2605 4TH AVE N,Vegetation over the sidewalk.,WEEDS AND VEGETATION,09/13/2012,09/28/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028180,47.643114,-122.349845,"(47.643114, -122.349845)"
1028179,CITATION,4700 8TH AVE NE,Violation of Weeds & Vegetation Ord,WEEDS AND VEGETATION,09/13/2012,11/08/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028179,47.663276,-122.319281,"(47.663276, -122.319281)"
1028178,HOUSING / ZONING,722 23RD AVE S,Land Use Code Violation,ZONING,09/13/2012,09/12/2012,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028178,47.595782,-122.301877,"(47.595782, -122.301877)"
1028177,HOUSING / ZONING,5503 4TH AVE NW,Land Use Code violation observed. Illegal unit.,ZONING,09/12/2012,12/13/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028177,47.668869,-122.362176,"(47.668869, -122.362176)"
1028176,UNFIT BUILDING OR PREMISES,8552 16TH AVE NW,"Deteriorated walls, floor, ceiling, roof and foundation",BUILDING AND PREMISES,09/12/2012,09/10/2012,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028176,47.692077,-122.377673,"(47.692077, -122.377673)"
1028175,HOUSING / ZONING,4820 S KENYON ST,9/11/12 kb hbmc violations,HOUSING,09/12/2012,11/14/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028175,47.531855,-122.271692,"(47.531855, -122.271692)"
1028174,HOUSING / ZONING,5307 4TH AVE S,zoning- unauthorized use,ZONING,09/12/2012,12/11/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028174,47.55471,-122.329767,"(47.55471, -122.329767)"
1028173,CITATION,8558 18TH AVE NW,Land Use Code violation observed.,ZONING,09/11/2012,10/03/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028173,47.6923,-122.37991,"(47.6923, -122.37991)"
1028172,CONSTRUCTION,2612 S WASHINGTON ST,Permit 6333679 was issued 11/27/12 for work originally started without a permit and inspections.,BUILDING,09/11/2012,02/14/2013,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028172,47.601079,-122.29833,"(47.601079, -122.29833)"
1028171,CONSTRUCTION,2271 HARBOR AVE SW,TWO SMALL TREES WERE CUT AND SEVERAL MORE WERE TOPPED FOR VIEW--REVEGETATION IS REQUIRED,SITE,09/11/2012,10/23/2012,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028171,47.583037,-122.374614,"(47.583037, -122.374614)"
1028170,CITATION,2603 BELVIDERE AVE SW,LU Parking violation,ZONING,09/11/2012,10/05/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028170,47.580913,-122.3795,"(47.580913, -122.3795)"
1028169,HOUSING / ZONING,2603 BELVIDERE AVE SW,Hm Occ signage violation,ZONING,09/11/2012,10/05/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028169,47.580913,-122.3795,"(47.580913, -122.3795)"
1028168,CITATION,5018 25TH AVE SW,Weeds and vegetation violation.,WEEDS AND VEGETATION,09/11/2012,12/21/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028168,47.55691,-122.364014,"(47.55691, -122.364014)"
1028167,CITATION,4020 13TH AVE S,Weeds and vegetation violation. Low hanging tree branch blocking the sidewalk.,WEEDS AND VEGETATION,09/11/2012,12/06/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028167,47.567439,-122.315703,"(47.567439, -122.315703)"
1028166,CITATION,2025 S ORCAS ST,Outdoor junk storage including but not limited to an inoperable brown truck back filled with car parts stored in the front yard.,ZONING,09/11/2012,12/06/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028166,47.550922,-122.30614,"(47.550922, -122.30614)"
1028165,CITATION,8825 16TH AVE SW,Outdoor junk storage including but not limited to pile of construction materials and chair stored in the required yards.,ZONING,09/11/2012,12/06/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028165,47.523949,-122.355464,"(47.523949, -122.355464)"
1028164,CITATION,1225 S CLOVERDALE ST,Home occupation: Auto repair. A tow truck observed in the driveway in the front yard.,ZONING,09/10/2012,04/22/2013,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028164,47.526253,-122.31648,"(47.526253, -122.31648)"
1028163,CITATION,1235 S DONOVAN ST,Outdoor junk storage including but not limited to inoperable vehicles and storage of more than 3 cars in a SF-500 ZOne.,ZONING,09/10/2012,01/04/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028163,47.525433,-122.316137,"(47.525433, -122.316137)"
1028162,CITATION,3228 21ST AVE S,Vegeation encroaching into the street.,WEEDS AND VEGETATION,09/10/2012,12/06/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028162,47.574236,-122.304879,"(47.574236, -122.304879)"
1028161,CONSTRUCTION,446 COMSTOCK PL,INSTALL EROSION CONTROL PER GEOTECHNICAL ENGINEER'S SPECIFICATIONS,SITE,09/10/2012,01/22/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028161,47.63129,-122.348347,"(47.63129, -122.348347)"
1028160,HOUSING / ZONING,4051 52ND AVE SW,LU Home Occupation violations resoved,ZONING,09/07/2012,11/07/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028160,47.567029,-122.399131,"(47.567029, -122.399131)"
1028159,HOUSING / ZONING,5609 RENTON AVE S,9/7/12 KB Emergency condition - no water,HOUSING,09/07/2012,09/11/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1028159,47.551654,-122.285453,"(47.551654, -122.285453)"
